time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-29T11:19:09.640Z,18.5718,-68.823,127,2.69,md,13,160,0.8055,0.17,pr,pr2019241002,2019-08-29T20:32:36.412Z,"13km WSW of Salvaleon de Higuey, Dominican Republic",earthquake,5.11,1.49,0.24,10,reviewed,pr,pr
2019-08-29T10:20:41.435Z,7.3842,126.793,66.3,4.8,mb,,122,1.244,0.67,us,us700059l6,2019-08-29T10:40:35.040Z,"24km ESE of Baculin, Philippines",earthquake,8.8,6.9,0.046,145,reviewed,us,us
2019-08-29T09:59:19.254Z,69.5336,-144.1816,0,2.8,ml,,,,0.91,ak,ak019b2q885y,2019-08-29T10:04:21.481Z,"70km SSW of Kaktovik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-08-29T09:20:01.720Z,18.8641,-67.323,8,2.73,md,6,299,0.4496,0.35,pr,pr2019241000,2019-08-29T11:33:32.607Z,"47km NNW of San Antonio, Puerto Rico",earthquake,1.93,1.99,0.3,6,reviewed,pr,pr
2019-08-29T08:50:21.970Z,40.738,-121.4928333,11.75,2.45,md,25,159,0.08164,0.11,nc,nc73261425,2019-08-30T02:28:03.472Z,"21km SE of Burney, CA",earthquake,0.42,0.87,0.169,19,reviewed,nc,nc
2019-08-29T08:39:35.780Z,35.10316667,-96.3185,3.02,3.03,ml,44,160,0,0.19,ok,ok2019qxdw,2019-08-30T11:38:54.120Z,"9km E of Holdenville, Oklahoma",earthquake,,0.9,0.21,17,reviewed,ok,ok
2019-08-29T08:02:40.618Z,56.0389,-149.6122,11.7,2.6,ml,,,,0.71,ak,ak019b2pasza,2019-08-29T17:52:14.554Z,"258km SE of Kodiak, Alaska",earthquake,,4.9,,,reviewed,ak,ak
2019-08-29T05:51:21.621Z,61.28,-146.8665,14.2,2.5,ml,,,,0.85,ak,ak019b2nss82,2019-08-29T06:32:45.040Z,"32km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-29T04:21:33.205Z,-9.8055,-76.5031,111.69,4.5,mb,,131,2.193,0.72,us,us700059he,2019-08-31T02:40:04.546Z,"31km WNW of Huanuco, Peru",earthquake,10.3,8.6,0.046,138,reviewed,us,us
2019-08-29T04:03:12.270Z,39.2681667,-120.1333333,7.77,2.47,md,25,92,0.1675,0.14,nc,nc73261270,2019-08-30T05:14:02.671Z,"8km WNW of Tahoe Vista, CA",earthquake,0.27,0.76,0.182,27,reviewed,nc,nc
2019-08-29T03:32:32.682Z,69.5349,-144.7647,0,2.8,ml,,,,0.74,ak,ak019b2mhv9g,2019-08-29T03:39:00.074Z,"79km SW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-29T03:23:49.220Z,35.7625,-117.5918333,2.31,2.91,ml,39,54,0.05333,0.17,ci,ci39020296,2019-08-29T17:36:07.235Z,"17km W of Searles Valley, CA",earthquake,0.19,0.4,0.19,25,automatic,ci,ci
2019-08-29T02:13:38.026Z,-60.4892,-26.1857,10,4.9,mb,,86,14.529,0.77,us,us700059g8,2019-08-29T02:38:01.040Z,"163km S of Bristol Island, South Sandwich Islands",earthquake,14.1,1.9,0.097,33,reviewed,us,us
2019-08-29T01:00:56.614Z,51.7886,-173.2122,44.8,2.7,ml,,,,0.77,ak,ak019b2l4aru,2019-08-29T16:44:07.864Z,"81km ESE of Atka, Alaska",earthquake,,6.1,,,reviewed,ak,ak
2019-08-29T00:50:11.500Z,51.633,16.1953,5,4.1,mb,,84,2.023,0.87,us,us700059f0,2019-08-29T01:07:37.040Z,"4km NNE of Grebocice, Poland",earthquake,4.2,1.9,0.165,10,reviewed,us,us
2019-08-28T23:46:39.453Z,41.0739,142.9911,17.16,6.1,mww,,31,0.948,0.88,us,us700059ee,2019-08-29T23:52:28.442Z,"141km ENE of Hachinohe, Japan",earthquake,5,3.9,0.073,18,reviewed,us,us
2019-08-28T23:17:24.537Z,8.3835,-82.8748,27.95,4.5,mb,,112,0.44,1.01,us,us700059e4,2019-09-02T23:10:37.265Z,"0km W of Finca Blanco Numero Uno, Panama",earthquake,3.1,5.1,0.056,94,reviewed,us,us
2019-08-28T22:20:50.542Z,67.526,-160.6773,6.3,3.2,ml,,,,0.74,ak,ak019b1a780h,2019-08-28T22:37:06.040Z,"97km E of Noatak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T22:01:42.296Z,65.4025,-144.0026,3.2,2.5,ml,,,,0.76,ak,ak019b1a34tc,2019-08-28T22:09:55.614Z,"32km ESE of Circle Hot Springs Station, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T20:30:03.680Z,61.9488,-150.469,14.8,3.1,ml,,,,0.46,ak,ak019b192eb4,2019-08-30T20:25:50.040Z,"31km NW of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-28T20:19:55.764Z,-60.2993,-26.7042,10,5.1,mb,,74,14.553,0.71,us,us700059b8,2019-08-30T20:41:33.040Z,"141km S of Bristol Island, South Sandwich Islands",earthquake,12,1.8,0.072,63,reviewed,us,us
2019-08-28T19:35:00.206Z,31.2641,66.6655,10,4,mb,,150,3.83,1.39,us,us700059ab,2019-09-03T21:01:59.040Z,"42km NNE of Chaman, Pakistan",earthquake,10.9,2,0.196,7,reviewed,us,us
2019-08-28T19:34:27.321Z,59.6648,-150.9708,36.8,2.6,ml,,,,0.76,ak,ak019b18hvh1,2019-09-03T21:01:05.040Z,"19km ESE of Fritz Creek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-08-28T18:49:17.580Z,19.5135,-67.8841,14,3.47,md,18,222,1.1995,0.47,pr,pr2019240011,2019-09-03T21:02:56.040Z,"99km NNE of Punta Cana, Dominican Republic",earthquake,2.62,5.37,0.34,14,reviewed,pr,pr
2019-08-28T18:38:37.050Z,19.4196,-67.9435,64,2.91,md,10,218,1.1345,0.47,pr,pr2019240012,2019-08-30T21:12:03.040Z,"76km NNE of Punta Cana, Dominican Republic",earthquake,5.07,10.06,0.42,9,reviewed,pr,pr
2019-08-28T18:27:53.746Z,64.8321,-155.4103,22,3.4,ml,,,,0.6,ak,ak019b17uztu,2019-09-03T20:58:10.040Z,"10km NNE of Ruby, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-08-28T18:15:56.488Z,51.8914,-169.5457,35,3.7,mb,,210,0.957,1.28,us,us70005992,2019-09-03T20:59:53.040Z,"113km SE of Yunaska Island, Alaska",earthquake,8.2,2,0.134,20,reviewed,us,us
2019-08-28T15:53:02.003Z,-20.594,-70.3767,31.99,4.9,mww,,139,0.185,0.67,us,us70005966,2019-08-28T19:02:55.752Z,"47km SSW of Iquique, Chile",earthquake,5.1,3.8,0.075,17,reviewed,us,us
2019-08-28T14:25:54.575Z,59.9377,-140.1015,1.8,3.1,ml,,,,0.72,ak,ak019b15gu4n,2019-09-01T04:39:09.262Z,"48km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T14:18:31.711Z,59.9962,-140.1108,1.4,2.5,ml,,,,0.77,ak,ak019b15fabb,2019-08-29T05:51:34.040Z,"54km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-28T14:00:54.345Z,59.8248,-140.0486,4.9,2.9,ml,,,,0.91,ak,ak019b15bhan,2019-08-29T05:59:15.040Z,"35km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-28T13:40:05.616Z,13.1483,93.2182,43.07,5,mb,,81,1.554,0.53,us,us7000595a,2019-08-28T13:58:44.040Z,"169km NNE of Bamboo Flat, India",earthquake,7.7,7.4,0.062,84,reviewed,us,us
2019-08-28T12:43:44.363Z,-23.1696,-69.1836,100.32,4.9,mww,,50,0.584,1.47,us,us7000594x,2019-09-01T02:24:09.740Z,"81km SSW of Calama, Chile",earthquake,5.1,5.3,0.071,19,reviewed,us,us
2019-08-28T12:32:35.971Z,42.6663,148.4249,10,4.7,mb,,167,3.958,0.67,us,us7000594v,2019-08-28T12:48:17.040Z,"187km SE of Shikotan, Russia",earthquake,4.7,1.9,0.045,146,reviewed,us,us
2019-08-28T11:58:18.631Z,35.7105,27.636,10,4.9,mww,,42,0.419,0.93,us,us7000594r,2019-09-03T19:05:48.516Z,"44km ENE of Karpathos, Greece",earthquake,5.5,1.8,0.08,15,reviewed,us,us
2019-08-28T11:12:16.934Z,51.7439,178.5266,100.56,3.8,mb,,165,0.19,0.52,us,us7000596u,2019-08-29T05:51:42.679Z,"22km S of Little Sitkin Island, Alaska",earthquake,9.8,4.7,0.111,21,reviewed,us,us
2019-08-28T10:19:26.860Z,36.5753333,-117.9776667,7.63,2.6,ml,23,98,0.1429,0.18,ci,ci39017608,2019-08-28T18:39:05.277Z,"8km E of Lone Pine, CA",earthquake,0.27,0.73,0.219,65,reviewed,ci,ci
2019-08-28T10:14:45.330Z,36.574,-117.981,8.83,2.55,ml,24,98,0.1453,0.16,ci,ci39017600,2019-08-28T18:17:32.671Z,"8km E of Lone Pine, CA",earthquake,0.25,0.48,0.2,60,reviewed,ci,ci
2019-08-28T10:07:49.533Z,-60.4859,-26.2377,10,5.1,mb,,122,8.318,0.62,us,us7000594h,2019-08-28T10:54:48.040Z,"162km S of Bristol Island, South Sandwich Islands",earthquake,14.8,2,0.095,36,reviewed,us,us
